d000.s000.t000 bn:00106124a
d000.s103.t000 bn:00088736v
d000.s103.t001 bn:00099480a
d000.s103.t002 bn:00054996n
d000.s103.t003 bn:00020414n
d000.s103.t004 bn:00090224v
d000.s103.t005 bn:00027656n
d000.s103.t006 bn:00115972r
d000.s103.t007 bn:00022129n
d000.s103.t008 bn:00088643v
d000.s103.t009 bn:00020414n
d000.s104.t000 bn:00093225v
d000.s104.t001 bn:00103395a
d000.s104.t002 bn:00110703a
d000.s104.t003 bn:00054996n
d000.s104.t004 bn:00000746n
d000.s104.t005 bn:00054996n
d000.s104.t006 bn:00028751n
d000.s105.t000 bn:00089384v
d000.s105.t001 bn:00067456n
d000.s105.t002 bn:00001936n
d000.s105.t003 bn:00103097a
d000.s105.t004 bn:00117044r
d000.s105.t005 bn:00110711a
d000.s105.t006 bn:00006157n
d000.s105.t007 bn:00077585n
d000.s105.t008 bn:00026986n
d000.s105.t009 bn:00052910n
d000.s105.t010 bn:00089384v
d000.s105.t011 bn:00107839a
d000.s105.t012 bn:00022324n
d000.s105.t013 bn:00021286n
d000.s106.t000 bn:00117044r
d000.s106.t001 bn:00025535n
d000.s106.t002 bn:00061125n
d000.s106.t003 bn:00087456v
d000.s106.t004 bn:00115152r
d000.s106.t005 bn:00108829a
d000.s106.t006 bn:00001936n
d000.s107.t000 bn:00088736v
d000.s107.t001 bn:00099480a
d000.s107.t002 bn:00088078v
d000.s107.t003 bn:00106755a
d000.s107.t004 bn:00001936n
d000.s107.t005 bn:00077268n
d000.s107.t006 bn:00107839a
d000.s107.t007 bn:00026105n
d000.s107.t008 bn:00085623v
d000.s107.t009 bn:00061406n
d000.s107.t010 bn:00062759n
d000.s108.t000 bn:00104589a
d000.s108.t001 bn:00042833n
d000.s108.t002 bn:00114778r
d000.s108.t003 bn:00087737v
d000.s108.t004 bn:00061406n
d000.s108.t005 bn:00104680a
d000.s108.t006 bn:00014138n
d000.s108.t007 bn:00009904n
d000.s108.t008 bn:00021394n
d000.s108.t009 bn:00114304r
d000.s108.t010 bn:00083181v
d000.s108.t011 bn:00097408a
d000.s108.t012 bn:00084770v
d000.s108.t013 bn:00014138n
d000.s108.t014 bn:00110470a
d000.s108.t015 bn:00019848n
d000.s108.t016 bn:00093113v
d000.s109.t000 bn:00084931v
d000.s109.t001 bn:00114671r
d000.s109.t002 bn:00100218a
d000.s109.t003 bn:00100218a
d000.s109.t004 bn:00061406n
d000.s109.t005 bn:00062759n
d000.s110.t000 bn:00083184v
d000.s110.t001 bn:00095950a
d000.s110.t002 bn:00032604n
d000.s110.t003 bn:00020497n
d000.s110.t004 bn:00021590n
d000.s111.t000 bn:00081593n
d000.s111.t001 bn:00114778r
d000.s111.t002 bn:00087737v
d000.s111.t003 bn:00116285r
d000.s111.t004 bn:00062759n
d000.s111.t005 bn:00084904v
d000.s112.t000 bn:00114406r
d000.s112.t001 bn:00085288v
d000.s112.t002 bn:00055644n
d000.s112.t003 bn:00089368v
d000.s112.t004 bn:00047080n
d000.s112.t005 bn:00086604v
d000.s112.t006 bn:00021286n
d000.s113.t000 bn:00100218a
d000.s113.t001 bn:00062759n
d000.s113.t002 bn:00114778r
d000.s113.t003 bn:00091501v
d000.s113.t004 bn:00081593n
d000.s113.t005 bn:00092940v
d000.s114.t000 bn:00115635r
d000.s114.t001 bn:00083184v
d000.s114.t002 bn:00046272n
d000.s114.t003 bn:00092756v
d000.s114.t004 bn:00107839a
d000.s115.t000 bn:00088736v
d000.s115.t001 bn:00099480a
d000.s115.t002 bn:00091493v
d000.s115.t003 bn:00044415n
d000.s115.t004 bn:00030618n
d000.s115.t005 bn:00116360r
d000.s115.t006 bn:00116477r
d000.s115.t007 bn:00095812v
d000.s116.t000 bn:00089660v
d000.s117.t000 bn:00050462n
d000.s117.t001 bn:00045952n
d000.s117.t002 bn:00050314n
d000.s118.t000 bn:00085649v
d000.s118.t001 bn:00082379v
d000.s118.t002 bn:00069580n
d000.s118.t003 bn:00044415n
d000.s118.t004 bn:00077295n
d000.s118.t005 bn:00082228v
d000.s118.t006 bn:00032513n
d000.s118.t007 bn:00106755a
d000.s118.t008 bn:00059125n
d000.s118.t009 bn:00046568n
d000.s119.t000 bn:00114778r
d000.s119.t001 bn:00116360r
d000.s119.t002 bn:00115274r
d000.s119.t003 bn:00101358a
d000.s119.t004 bn:00093474v
d000.s119.t005 bn:00081593n
d000.s119.t006 bn:00088814v
d000.s119.t007 bn:00116156r
d000.s119.t008 bn:00044415n
d000.s119.t009 bn:00061605n
d000.s120.t000 bn:00115147r
d000.s120.t001 bn:00036512n
d000.s120.t002 bn:00076770n
d000.s120.t003 bn:00087802v
d000.s120.t004 bn:00040239n
d000.s120.t005 bn:00010678n
d000.s121.t000 bn:00084079v
d000.s121.t001 bn:00034394n
d000.s121.t002 bn:00102576a
d000.s121.t003 bn:00046568n
d000.s121.t004 bn:00019944n
d000.s121.t005 bn:00074002n
d000.s122.t000 bn:00085401v
d000.s122.t001 bn:00030618n
d000.s122.t002 bn:00095812v
d000.s122.t003 bn:00105740a
d000.s122.t004 bn:00029242n
d000.s122.t005 bn:00044415n
d000.s122.t006 bn:00083181v
d000.s122.t007 bn:00102123a
d000.s122.t008 bn:00029416n
d000.s123.t000 bn:00084079v
d000.s123.t001 bn:00000434n
d000.s124.t000 bn:00085649v
d000.s124.t001 bn:00082705v
d000.s124.t002 bn:00079724n
d000.s124.t003 bn:00115972r
d000.s124.t004 bn:00094551v
d000.s124.t005 bn:00014561n
d000.s125.t000 bn:00055446n
d000.s125.t001 bn:00089309v
d000.s125.t002 bn:00104348a
d000.s125.t003 bn:00053993n
d000.s125.t004 bn:00102720a
d000.s125.t005 bn:00022996n
d000.s125.t006 bn:00037022n
d000.s126.t000 bn:00021572n
d000.s126.t001 bn:00091177v
d000.s126.t002 bn:00014561n
d000.s126.t003 bn:00088428v
d000.s126.t004 bn:00014731n
d000.s126.t005 bn:00022996n
d000.s127.t000 bn:00072921n
d000.s127.t001 bn:00093282v
d000.s127.t002 bn:00027594n
d000.s127.t003 bn:00030618n
d000.s127.t004 bn:00083545v
d000.s127.t005 bn:00021572n
d000.s128.t000 bn:00094538v
d000.s128.t001 bn:00011096n
d000.s129.t000 bn:00084848v
d000.s129.t001 bn:00014561n
d000.s129.t002 bn:00051760n
d000.s129.t003 bn:00088736v
d000.s129.t004 bn:00099480a
d000.s129.t005 bn:00083181v
d000.s129.t006 bn:00106953a
d000.s129.t007 bn:00030618n
d000.s130.t000 bn:00091983v
d000.s130.t001 bn:00113490a
d000.s130.t002 bn:00064590n
d000.s130.t003 bn:00055094n
d000.s130.t004 bn:00003125n
d000.s131.t000 bn:00087063v
d000.s131.t001 bn:00044415n
d000.s131.t002 bn:00061605n
d000.s131.t003 bn:00098887a
d000.s131.t004 bn:00108829a
d000.s131.t005 bn:00073083n
d000.s131.t006 bn:00077270n
d000.s131.t007 bn:00085164v
d000.s131.t008 bn:00046568n
d000.s131.t009 bn:00035996n
d000.s132.t000 bn:00084079v
d000.s132.t001 bn:00027451n
d000.s132.t002 bn:00044415n
d000.s132.t003 bn:00003129n
d000.s133.t000 bn:00019944n
d000.s133.t001 bn:00054625n
d000.s133.t002 bn:00083185v
d000.s133.t003 bn:00005599n
d000.s133.t004 bn:00088208v
d000.s133.t005 bn:00099634a
d000.s133.t006 bn:00044415n
d000.s133.t007 bn:00025336n
d000.s134.t000 bn:00114246r
d000.s134.t001 bn:00088736v
d000.s134.t002 bn:00099480a
d000.s134.t003 bn:00088078v
d000.s134.t004 bn:00102720a
d000.s134.t005 bn:00026105n
d000.s134.t006 bn:00044991n
d000.s134.t007 bn:00087128v
d000.s134.t008 bn:00064590n
d000.s134.t009 bn:00030618n
d000.s134.t010 bn:00083181v
d000.s134.t011 bn:00102281a
d000.s134.t012 bn:00044415n
d000.s135.t000 bn:00087731v
d000.s135.t001 bn:00088643v
d000.s135.t002 bn:00111129a
d000.s135.t003 bn:00044415n
d000.s135.t004 bn:00077295n
d000.s135.t005 bn:00088736v
d000.s135.t006 bn:00044415n
d000.s135.t007 bn:00029416n
d000.s135.t008 bn:00086607v
d000.s135.t009 bn:00034394n
d000.s135.t010 bn:00044991n
d000.s135.t011 bn:00087128v
d000.s135.t012 bn:00107791a
d000.s135.t013 bn:00078738n
d001.s000.t000 bn:00028247n
d001.s000.t001 bn:00114848r
d001.s000.t002 bn:00112365a
d001.s000.t003 bn:00046516n
d001.s000.t004 bn:00094607v
d001.s001.t000 bn:00100889a
d001.s001.t001 bn:00028247n
d001.s001.t002 bn:00093287v
d001.s001.t003 bn:00015751n
d001.s002.t000 bn:00040438n
d001.s002.t001 bn:00085647v
d001.s002.t002 bn:00027813n
d001.s003.t000 bn:00046516n
d001.s003.t001 bn:00100904a
d001.s003.t002 bn:00032600n
d001.s003.t003 bn:00095686v
d001.s003.t004 bn:00098939a
d001.s003.t005 bn:00006386n
d001.s004.t000 bn:00083184v
d001.s004.t001 bn:00020688n
d001.s004.t002 bn:00102625a
d001.s004.t003 bn:00051488n
d001.s004.t004 bn:00034004n
d001.s004.t005 bn:00032892n
d001.s004.t006 bn:00083182v
d001.s004.t007 bn:00102111a
d001.s004.t008 bn:00042049n
d001.s004.t009 bn:00084848v
d001.s004.t010 bn:00028247n
d001.s004.t011 bn:00114165r
d001.s005.t000 bn:00088736v
d001.s005.t001 bn:00116789r
d001.s005.t002 bn:00066671n
d001.s005.t003 bn:00046895n
d001.s006.t000 bn:00116295r
d001.s006.t001 bn:00098282a
d001.s006.t002 bn:00083902v bn:00083904v
d001.s006.t003 bn:00008824n
d001.s006.t004 bn:00081285n
d001.s007.t000 bn:00083552v
d001.s007.t001 bn:00083184v
d001.s007.t002 bn:00044738n
d001.s007.t003 bn:00085080v
d001.s007.t004 bn:00107151a
d001.s007.t005 bn:00025583n
d001.s007.t006 bn:00046516n
d001.s007.t007 bn:00086137v
d001.s008.t000 bn:00044994n
d001.s008.t001 bn:00098342a
d001.s008.t002 bn:00083184v
d001.s008.t003 bn:00114406r
d001.s008.t004 bn:00058969n
d001.s008.t005 bn:00008824n
d001.s008.t006 bn:00081285n
d001.s008.t007 bn:00086708v
d001.s008.t008 bn:00114422r
d001.s008.t009 bn:00063323n
d001.s010.t000 bn:00060375n
d001.s010.t001 bn:00083181v
d001.s010.t002 bn:00101358a
d001.s011.t000 bn:00062020n
d001.s011.t001 bn:00083995v
d001.s012.t000 bn:00090351v
d001.s012.t001 bn:00066494n
d001.s012.t002 bn:00093287v
d001.s012.t003 bn:00015751n
d001.s012.t004 bn:00056148n
d001.s012.t005 bn:00114281r
d001.s012.t006 bn:00046516n
d001.s013.t000 bn:00089472v
d001.s013.t001 bn:00089279v
d001.s013.t002 bn:00117315r
d001.s014.t000 bn:00103299a
d001.s014.t001 bn:00042759n
d001.s014.t002 bn:00092138v
d001.s014.t003 bn:00060130n
d001.s014.t004 bn:00061334n
d001.s014.t005 bn:00083340v
d001.s014.t006 bn:00086008v
d001.s014.t007 bn:00058145n
d001.s014.t008 bn:00090400v
d001.s014.t009 bn:00093287v
d001.s014.t010 bn:00092443v
d001.s014.t011 bn:00047229n
d001.s015.t000 bn:00114417r
d001.s015.t001 bn:00093287v
d001.s015.t002 bn:00076767n
d001.s015.t003 bn:00084387v
d001.s015.t004 bn:00046516n
d001.s016.t000 bn:00083184v
d001.s016.t001 bn:00107314a
d001.s016.t002 bn:00028425n
d001.s016.t003 bn:00012681n
d001.s016.t004 bn:00084527v bn:00087116v
d001.s016.t005 bn:00083181v
d001.s016.t006 bn:00103601a
d001.s016.t007 bn:00090555v
d001.s016.t008 bn:00107772a
d001.s017.t000 bn:00089196v
d001.s018.t000 bn:00022801n
d001.s018.t001 bn:00093287v
d001.s018.t002 bn:00046516n
d001.s019.t000 bn:00116052r
d001.s019.t001 bn:00089279v
d001.s019.t002 bn:00026809n
d001.s019.t003 bn:00082527v
d001.s019.t004 bn:00046516n
d001.s019.t005 bn:00114318r
d001.s019.t006 bn:00084343v
d001.s019.t007 bn:00006417n
d001.s020.t000 bn:00046516n
d001.s020.t001 bn:00090448v
d001.s020.t002 bn:00058145n
d001.s021.t000 bn:00106408a
d001.s021.t001 bn:00105067a
d001.s021.t002 bn:00011193n
d001.s021.t003 bn:00052341n
d001.s021.t004 bn:00006815n
d001.s021.t005 bn:00051423n
d001.s021.t006 bn:00077028n
d001.s021.t007 bn:00056135n
d001.s022.t000 bn:00069824n
d001.s022.t001 bn:00009488n
d001.s022.t002 bn:00104505a
d001.s022.t003 bn:00051423n
d001.s022.t004 bn:00077028n
d001.s022.t005 bn:00086708v
d001.s022.t006 bn:00056883n
d001.s022.t007 bn:00056135n
d001.s023.t000 bn:00108011a
d001.s023.t001 bn:00016845n bn:00016850n
d001.s023.t002 bn:00025583n
d001.s023.t003 bn:00097350a
d001.s024.t000 bn:00077824n
d001.s024.t001 bn:00099804a
d001.s024.t002 bn:00056200n
d001.s024.t003 bn:00102647a
d001.s024.t004 bn:00058442n
d001.s025.t000 bn:00012679n
d001.s025.t001 bn:00087787v
d001.s025.t002 bn:00077084n
d001.s025.t003 bn:00019978n
d001.s025.t004 bn:00011193n
d001.s026.t000 bn:00071527n
d001.s026.t001 bn:00011193n
d001.s026.t002 bn:00052341n
d001.s026.t003 bn:00043383n
d001.s026.t004 bn:00012679n
d001.s026.t005 bn:00012886n
d001.s027.t000 bn:00083943v
d001.s029.t000 bn:00019893n
d001.s029.t001 bn:00025583n
d001.s030.t000 bn:00022191n
d001.s030.t001 bn:00101368a
d001.s030.t002 bn:00095489v
d001.s030.t003 bn:00026809n
d001.s030.t004 bn:00082527v
d001.s030.t005 bn:00102176a
d001.s030.t006 bn:00012886n
d001.s030.t007 bn:00034551n
d001.s030.t008 bn:00113424a
d001.s030.t009 bn:00103493a
d001.s030.t010 bn:00077851n
d001.s030.t011 bn:00082756v
d001.s030.t012 bn:00046516n
d001.s030.t013 bn:00084343v
d001.s030.t014 bn:00110469a
d001.s030.t015 bn:00000127n
d001.s030.t016 bn:00000129n
d001.s030.t017 bn:00116391r
d001.s030.t018 bn:00027206n
d001.s031.t000 bn:00114523r
d001.s031.t001 bn:00054884n
d001.s031.t002 bn:00115513r
d001.s031.t003 bn:00000127n
d001.s031.t004 bn:00027352n
d001.s032.t000 bn:00046516n
d001.s032.t001 bn:00083943v
d001.s032.t002 bn:00114171r
d001.s033.t000 bn:00083184v
d001.s033.t001 bn:00093287v
d001.s034.t000 bn:00116360r
d001.s034.t001 bn:00048242n
d001.s034.t002 bn:00114869r
d001.s034.t003 bn:00046516n
d001.s034.t004 bn:00051488n
d001.s034.t005 bn:00083182v
d001.s035.t000 bn:00086942v
d001.s035.t001 bn:00045632n
d001.s036.t000 bn:00115697r
d001.s036.t001 bn:00105982a
d001.s036.t002 bn:00083181v
d001.s036.t003 bn:00046516n
d001.s036.t004 bn:00093287v
d001.s036.t005 bn:00083834v
d001.s037.t000 bn:00090460v
d001.s037.t001 bn:00108011a
d001.s037.t002 bn:00015205n
d001.s037.t003 bn:00108011a
d001.s037.t004 bn:00056037n
d001.s037.t005 bn:00116284r
d001.s037.t006 bn:00032045n
d001.s037.t007 bn:00086679v
d001.s037.t008 bn:00046516n
d001.s037.t009 bn:00085321v
d001.s037.t010 bn:00051117n
d001.s038.t000 bn:00046516n
d001.s038.t001 bn:00047355n
d001.s038.t002 bn:00084725v
d001.s038.t003 bn:00036292n
d001.s038.t004 bn:00093287v
d001.s038.t005 bn:00117323r
d001.s038.t006 bn:00008364n
d001.s038.t007 bn:00046516n
d001.s038.t008 bn:00008378n
d001.s038.t009 bn:00046516n
d001.s038.t010 bn:00085081v
d001.s039.t000 bn:00046516n
d001.s039.t001 bn:00090423v
d001.s039.t002 bn:00082475v
d001.s040.t000 bn:00083181v
d001.s040.t001 bn:00020688n
d001.s040.t002 bn:00046516n
d001.s040.t003 bn:00036292n
d001.s040.t004 bn:00083182v
d001.s040.t005 bn:00046516n
d001.s040.t006 bn:00051488n
d001.s040.t007 bn:00091709v
d001.s040.t008 bn:00036823n
d001.s040.t009 bn:00025583n
d001.s041.t000 bn:00083182v
d001.s041.t001 bn:00046516n
d001.s041.t002 bn:00075094n
d001.s041.t003 bn:00015751n
d001.s041.t004 bn:00082470v
d001.s041.t005 bn:00015784n
d001.s042.t000 bn:00046516n
d001.s042.t001 bn:00083181v
d001.s042.t002 bn:00105394a
d001.s042.t003 bn:00036292n
d001.s042.t004 bn:00032175n
d001.s042.t005 bn:00117250r
d001.s042.t006 bn:00114246r
d001.s042.t007 bn:00089240v
d001.s042.t008 bn:00045824n
d001.s043.t000 bn:00051760n
d001.s043.t001 bn:00022026n
d001.s043.t002 bn:00089845v
d001.s043.t003 bn:00085511v
d001.s043.t004 bn:00090143v
d001.s043.t005 bn:00097285a
d001.s043.t006 bn:00106936a
d001.s043.t007 bn:00046516n
d001.s044.t000 bn:00069614n
d001.s044.t001 bn:00005091n
d001.s045.t000 bn:00046516n
d001.s045.t001 bn:00090449v
d001.s045.t002 bn:00101742a
d001.s046.t000 bn:00046516n
d001.s046.t001 bn:00087870v
d001.s046.t002 bn:00092763v bn:00089250v
d001.s046.t003 bn:00005093n
d001.s046.t004 bn:00090548v
d001.s046.t005 bn:00115029r
d001.s046.t006 bn:00046516n
d001.s047.t000 bn:00114281r
d001.s047.t001 bn:00082818v
d001.s047.t002 bn:00082705v
d001.s047.t003 bn:00062020n
d001.s047.t004 bn:00084387v
d001.s047.t005 bn:00046516n
d001.s047.t006 bn:00093287v
d001.s047.t007 bn:00116052r
d001.s047.t008 bn:00088939v
d001.s047.t009 bn:00090034v
d001.s047.t010 bn:00026000n
d001.s047.t011 bn:00005111n
d001.s047.t012 bn:00083183v
d001.s047.t013 bn:00115677r
d001.s047.t014 bn:00000075n
d001.s047.t015 bn:00116391r
d001.s048.t000 bn:00046516n
d001.s048.t001 bn:00093287v
d001.s048.t002 bn:00093432v
d001.s048.t003 bn:00000075n
d001.s048.t004 bn:00014791n
d001.s048.t005 bn:00046516n
d001.s048.t006 bn:00007051n
d001.s049.t000 bn:00046516n
d001.s049.t001 bn:00083183v
d001.s049.t002 bn:00025420n
d001.s049.t003 bn:00046516n
d001.s049.t004 bn:00083181v
d001.s049.t005 bn:00103301a
d001.s050.t000 bn:00070164n
d001.s050.t001 bn:00077553n
d001.s050.t002 bn:00083436v
d001.s050.t003 bn:00005111n
d001.s050.t004 bn:00117173r
d001.s050.t005 bn:00110561a
d001.s050.t006 bn:00058164n
d001.s050.t007 bn:00083182v
d001.s050.t008 bn:00021527n
d001.s050.t009 bn:00046516n
d001.s050.t010 bn:00083181v
d001.s050.t011 bn:00115142r
d001.s050.t012 bn:00103751a
d001.s051.t000 bn:00086430v
d001.s051.t001 bn:00046516n
d001.s051.t002 bn:00046516n
d001.s051.t003 bn:00083182v
d001.s051.t004 bn:00100545a
d001.s051.t005 bn:00007051n
d001.s052.t000 bn:00085689v
d001.s052.t001 bn:00090519v
d001.s052.t002 bn:00046516n
d001.s053.t000 bn:00116720r
d001.s053.t001 bn:00085363v
d001.s053.t002 bn:00046516n
d001.s053.t003 bn:00046516n
d001.s053.t004 bn:00102103a
d001.s053.t005 bn:00068243n
d001.s053.t006 bn:00014169n
d001.s053.t007 bn:00046516n
d001.s053.t008 bn:00107267a
d001.s053.t009 bn:00109068a
d001.s053.t010 bn:00013722n
d001.s054.t000 bn:00086983v
d001.s054.t001 bn:00046516n
d001.s054.t002 bn:00071511n
d001.s054.t003 bn:00100312a
d001.s054.t004 bn:00005007n
d001.s054.t005 bn:00042548n
d001.s054.t006 bn:00041807n
d001.s054.t007 bn:00057623n
d001.s054.t008 bn:00115274r
d001.s054.t009 bn:00115154r
d001.s054.t010 bn:00098783a
d001.s054.t011 bn:00001533n
d001.s054.t012 bn:00083181v
d001.s054.t013 bn:00117603r
d001.s054.t014 bn:00054834n
d001.s054.t015 bn:00042803n
d001.s054.t016 bn:00115274r
d001.s054.t017 bn:00114818r
d001.s054.t018 bn:00109345a
d001.s054.t019 bn:00102999a
d001.s055.t000 bn:00114008a
d001.s055.t001 bn:00001533n
d001.s055.t002 bn:00046516n
d001.s055.t003 bn:00090001v
d001.s055.t004 bn:00083181v
d001.s055.t005 bn:00109485a
d001.s055.t006 bn:00089106v
d001.s055.t007 bn:00100491a
d001.s055.t008 bn:00116360r
d001.s055.t009 bn:00115274r
d001.s055.t010 bn:00033729n
d001.s055.t011 bn:00105570a
d001.s055.t012 bn:00020592n
d001.s055.t013 bn:00014160n
d001.s055.t014 bn:00089241v bn:00089240v
d001.s055.t015 bn:00108760a
d001.s055.t016 bn:00003269n
d001.s055.t017 bn:00046516n
d001.s055.t018 bn:00083181v
d001.s055.t019 bn:00115756r
d001.s055.t020 bn:00053531n
d001.s055.t021 bn:00109888a
d001.s055.t022 bn:00104589a
d001.s055.t023 bn:00007051n
d001.s055.t024 bn:00083184v
d001.s055.t025 bn:00095975a
d001.s055.t026 bn:00018346n
d001.s055.t027 bn:00095950a
d001.s055.t028 bn:00012569n
d001.s055.t029 bn:00034021n
d001.s055.t030 bn:00083181v
d001.s055.t031 bn:00096385a
d001.s055.t032 bn:00068321n
d001.s055.t033 bn:00115368r
d001.s055.t034 bn:00087684v
d001.s055.t035 bn:00113022a
d001.s055.t036 bn:00059168n
d001.s055.t037 bn:00080795n
d001.s056.t000 bn:00046516n
d001.s056.t001 bn:00090142v
d001.s056.t002 bn:00083181v
d001.s056.t003 bn:00114203r
d001.s056.t004 bn:00104880a
d001.s056.t005 bn:00114246r
d001.s056.t006 bn:00090142v
d001.s056.t007 bn:00085714v
d001.s056.t008 bn:00116860r
d001.s056.t009 bn:00086983v
d001.s056.t010 bn:00046516n
d001.s057.t000 bn:00046516n
d001.s057.t001 bn:00083181v
d001.s057.t002 bn:00108965a
d001.s057.t003 bn:00083181v
d001.s057.t004 bn:00104094a
d001.s057.t005 bn:00082412v
d001.s057.t006 bn:00102818a
d001.s057.t007 bn:00004710n
d001.s057.t008 bn:00104790a
d001.s057.t009 bn:00046516n
d001.s057.t010 bn:00001734n
d001.s057.t011 bn:00116360r
d001.s057.t012 bn:00093287v
d001.s057.t013 bn:00106936a
d001.s057.t014 bn:00115811r
d001.s057.t015 bn:00115253r
d001.s057.t016 bn:00085337v
d001.s057.t017 bn:00046516n
d001.s057.t018 bn:00114626r
d001.s057.t019 bn:00082812v
d001.s057.t020 bn:00103024a
d001.s057.t021 bn:00085574v
d001.s057.t022 bn:00046516n
d001.s058.t000 bn:00046516n
d001.s058.t001 bn:00092683v
d001.s058.t002 bn:00116360r
d001.s058.t003 bn:00096151a
d001.s058.t004 bn:00117043r
d001.s058.t005 bn:00112146a
d001.s058.t006 bn:00005600n
d001.s059.t000 bn:00082818v
d001.s059.t001 bn:00093430v
d001.s059.t002 bn:00022526n
d001.s059.t003 bn:00046516n
d001.s059.t004 bn:00076666n
d001.s060.t000 bn:00046516n
d001.s060.t001 bn:00084061v
d001.s061.t000 bn:00025336n
d001.s061.t001 bn:00058593n
d001.s061.t002 bn:00114422r
d001.s061.t003 bn:00082786v
d001.s061.t004 bn:00046922n
d001.s061.t005 bn:00032514n
d001.s062.t000 bn:00115313r
d001.s062.t001 bn:00109521a
d001.s062.t002 bn:00090740v
d001.s063.t000 bn:00083181v
d001.s063.t001 bn:00042403n
d001.s063.t002 bn:00086008v
d001.s063.t003 bn:00107267a
d001.s063.t004 bn:00076666n
d001.s065.t000 bn:00089240v
d001.s065.t001 bn:00041881n
d001.s065.t002 bn:00082553v
d001.s065.t003 bn:00086008v
d001.s065.t004 bn:00116861r
d001.s065.t005 bn:00046516n
d001.s065.t006 bn:00025582n
d001.s066.t000 bn:00031647n
d001.s066.t001 bn:00089083v
d001.s066.t002 bn:00114823r
d001.s067.t000 bn:00086682v
d001.s067.t001 bn:00087733v
d001.s067.t002 bn:00116284r
d001.s067.t003 bn:00102356a
d001.s067.t004 bn:00027798n
d001.s067.t005 bn:00041942n
d001.s067.t006 bn:00083413v
d001.s067.t007 bn:00115235r
d001.s067.t008 bn:00069614n
d001.s067.t009 bn:00036839n
d001.s068.t000 bn:00077269n
d001.s068.t001 bn:00076666n
d001.s068.t002 bn:00087247v
d001.s068.t003 bn:00046516n
d001.s068.t004 bn:00090740v
d001.s068.t005 bn:00116237r
d001.s068.t006 bn:00082690v
d001.s068.t007 bn:00001936n
d001.s068.t008 bn:00090142v
d001.s068.t009 bn:00115266r
d001.s068.t010 bn:00003125n
d001.s068.t011 bn:00086682v
d001.s068.t012 bn:00087106v
d001.s068.t013 bn:00114282r
d001.s069.t000 bn:00046516n
d001.s069.t001 bn:00089324v
d001.s070.t000 bn:00046516n
d001.s070.t001 bn:00086708v
d001.s070.t002 bn:00007820n
d001.s070.t003 bn:00117287r
d001.s071.t000 bn:00108320a
d001.s071.t001 bn:00078738n
d001.s071.t002 bn:00093288v
d001.s072.t000 bn:00115244r
d001.s072.t001 bn:00095950a
d001.s072.t002 bn:00095975a
d001.s072.t003 bn:00078738n
d001.s072.t004 bn:00114178r
d001.s072.t005 bn:00087189v
d001.s072.t006 bn:00083293v
d001.s072.t007 bn:00105394a
d001.s072.t008 bn:00104790a
d001.s072.t009 bn:00046516n
d001.s072.t010 bn:00001734n
d001.s073.t000 bn:00085574v
d001.s073.t001 bn:00092443v
d001.s074.t000 bn:00114250r
d001.s074.t001 bn:00114512r
d001.s074.t002 bn:00086557v
d001.s074.t003 bn:00102658a
d001.s074.t004 bn:00021742n
d001.s074.t005 bn:00082417v
d001.s075.t000 bn:00046922n
d001.s075.t001 bn:00091073v bn:00091072v
d001.s075.t002 bn:00087189v
d001.s076.t000 bn:00046516n
d001.s076.t001 bn:00082430v
d001.s076.t002 bn:00109485a
d001.s076.t003 bn:00093452v
d001.s076.t004 bn:00001592n
d001.s076.t005 bn:00116095r
d001.s076.t006 bn:00046516n
d001.s077.t000 bn:00070926n
d001.s077.t001 bn:00086238v
d001.s077.t002 bn:00046677n
d001.s078.t000 bn:00083182v
d001.s078.t001 bn:00046516n
d001.s078.t002 bn:00084527v
d001.s078.t003 bn:00001738n
d001.s079.t000 bn:00046516n
d001.s079.t001 bn:00093535v
d001.s079.t002 bn:00092424v
d001.s079.t003 bn:00076666n
d001.s080.t000 bn:00093812v
d001.s080.t001 bn:00088914v
d001.s080.t002 bn:00051760n
d001.s080.t003 bn:00041942n
d001.s080.t004 bn:00019346n
d001.s080.t005 bn:00041942n
d001.s080.t006 bn:00026386n
d001.s080.t007 bn:00114282r
