d000.s00000.t00000 bn:00086431v
d000.s00291.t00000 bn:00092745v
d000.s00291.t00001 bn:00025170n
d000.s00291.t00002 bn:00025080n
d000.s00292.t00000 bn:00069034n
d000.s00292.t00001 bn:00092745v
d000.s00292.t00002 bn:00025082n
d000.s00292.t00003 bn:00063707n
d000.s00292.t00004 bn:00113057a
d000.s00293.t00000 bn:00017793n
d000.s00293.t00001 bn:00090460v
d000.s00293.t00002 bn:00074982n
d000.s00293.t00003 bn:00086533v
d000.s00294.t00000 bn:00015771n
d000.s00294.t00001 bn:00061325n
d000.s00295.t00000 bn:00092834v
d000.s00296.t00000 bn:00070308n
d000.s00296.t00001 bn:00105848a
d000.s00296.t00002 bn:00007299n
d000.s00296.t00003 bn:00029415n
d000.s00296.t00004 bn:00103043a
d000.s00297.t00000 bn:00020452n
d000.s00297.t00001 bn:00086799v
d000.s00297.t00002 bn:00114626r
d000.s00298.t00000 bn:00022227n
d000.s00298.t00001 bn:00105848a
d000.s00299.t00000 bn:00116360r
d000.s00300.t00000 bn:00006383n
d000.s00301.t00000 bn:00070659n
d000.s00301.t00001 bn:00016286n
d000.s00301.t00002 bn:00070648n
d000.s00301.t00003 bn:00067423n
d000.s00302.t00000 bn:00019763n
d000.s00303.t00000 bn:00070377n
d000.s00303.t00001 bn:00061054n
d000.s00303.t00002 bn:00035663n
d000.s00304.t00000 bn:00020041n
d000.s00304.t00001 bn:00029545n
d000.s00304.t00002 bn:00001676n
d000.s00304.t00003 bn:00007309n
d000.s00304.t00004 bn:00031044n
d000.s00305.t00000 bn:00028604n
d000.s00306.t00000 bn:00114778r
d000.s00306.t00001 bn:00067367n
d000.s00306.t00002 bn:00026103n
d000.s00306.t00003 bn:00007096n
d000.s00307.t00000 bn:00061560n
d000.s00308.t00000 bn:00084654v
d000.s00308.t00001 bn:00058442n
d000.s00308.t00002 bn:00114428r
d000.s00309.t00000 bn:00021893n
d000.s00309.t00001 bn:00104574a
d000.s00309.t00002 bn:00099543a
d000.s00309.t00003 bn:00009668n
d000.s00310.t00000 bn:00056443n
d000.s00311.t00000 bn:00062699n
d000.s00312.t00000 bn:00089838v
d000.s00312.t00001 bn:00061560n
d000.s00312.t00002 bn:00097553a
d000.s00313.t00000 bn:00066982n
d000.s00313.t00001 bn:00047197n
d000.s00314.t00000 bn:00047197n
d000.s00314.t00001 bn:00099758a
d000.s00314.t00002 bn:00063277n
d000.s00314.t00003 bn:00059170n
d000.s00315.t00000 bn:00046965n
d000.s00316.t00000 bn:00033729n
d000.s00316.t00001 bn:00012466n
d000.s00316.t00002 bn:00074683n
d000.s00317.t00000 bn:00035907n
d000.s00317.t00001 bn:00034565n
d000.s00317.t00002 bn:00085404v
d000.s00318.t00000 bn:00094398v
d000.s00318.t00001 bn:00074683n
d000.s00318.t00002 bn:00084069v
d000.s00318.t00003 bn:00056463n
d000.s00319.t00000 bn:00062643n
d000.s00319.t00001 bn:00115109r
d000.s00320.t00000 bn:00021559n
d000.s00320.t00001 bn:00048065n
d000.s00320.t00002 bn:00096414a
d000.s00321.t00000 bn:00007366n
d000.s00321.t00001 bn:00031322n
d000.s00321.t00002 bn:00030858n
d000.s00321.t00003 bn:00114778r
d000.s00321.t00004 bn:00042977n
d000.s00321.t00005 bn:00102099a
d000.s00322.t00000 bn:00021502n
d000.s00322.t00001 bn:00021464n
d000.s00323.t00000 bn:00056041n
d000.s00324.t00000 bn:00050208n
d000.s00325.t00000 bn:00001077n
d000.s00325.t00001 bn:00115453r
d000.s00325.t00002 bn:00011766n
d000.s00325.t00003 bn:00103006a
d000.s00325.t00004 bn:00019848n
d000.s00326.t00000 bn:00050208n
d000.s00326.t00001 bn:00064666n
d000.s00327.t00000 bn:00050208n
d000.s00327.t00001 bn:00026601n
d000.s00328.t00000 bn:00050208n
d000.s00329.t00000 bn:00028777n
d000.s00329.t00001 bn:00089614v
d000.s00330.t00000 bn:00065343n
d000.s00330.t00001 bn:00106517a
d000.s00331.t00000 bn:00082710v
d000.s00332.t00000 bn:00008120n
d000.s00333.t00000 bn:00056029n
d000.s00333.t00001 bn:00109438a
d000.s00334.t00000 bn:00009052n
d000.s00335.t00000 bn:00113616a
d000.s00336.t00000 bn:00077090n
d000.s00336.t00001 bn:00063746n
d000.s00336.t00002 bn:00116360r
d000.s00337.t00000 bn:00008120n
d000.s00337.t00001 bn:00073699n
d000.s00338.t00000 bn:00001127n
d000.s00338.t00001 bn:00033729n
d000.s00339.t00000 bn:00008805n
d000.s00339.t00001 bn:00045278n
d000.s00340.t00000 bn:00077090n
d000.s00340.t00001 bn:00111409a
d000.s00340.t00002 bn:00063746n
d000.s00341.t00000 bn:00056030n
d000.s00341.t00001 bn:00098887a
d000.s00342.t00000 bn:00016401n
d000.s00342.t00001 bn:00008120n
d000.s00342.t00002 bn:00092204v
d000.s00343.t00000 bn:00056030n
d000.s00343.t00001 bn:00104562a
d000.s00343.t00002 bn:00008803n
d000.s00344.t00000 bn:00026068n
d000.s00344.t00001 bn:00116360r
d000.s00345.t00000 bn:00008805n
d000.s00345.t00001 bn:00114152r
d000.s00345.t00002 bn:00015784n
d000.s00346.t00000 bn:00008805n
d000.s00346.t00001 bn:00073258n
d000.s00347.t00000 bn:00023288n
d000.s00348.t00000 bn:00114152r
d000.s00349.t00000 bn:00106517a
d000.s00349.t00001 bn:00073258n
d000.s00350.t00000 bn:00026068n
d000.s00350.t00001 bn:00008805n
d000.s00350.t00002 bn:00073368n
d000.s00351.t00000 bn:00008805n
d000.s00351.t00001 bn:00042759n
d000.s00351.t00002 bn:00071294n
d000.s00352.t00000 bn:00026068n
d000.s00352.t00001 bn:00116360r
d000.s00352.t00002 bn:00008803n
d000.s00353.t00000 bn:00026068n
d000.s00354.t00000 bn:00115109r
d000.s00354.t00001 bn:00114307r
d000.s00354.t00002 bn:00082732v
d000.s00355.t00000 bn:00116286r
d000.s00356.t00000 bn:00104562a
d000.s00356.t00001 bn:00008120n
d000.s00356.t00002 bn:00045278n
d000.s00357.t00000 bn:00026068n
d000.s00357.t00001 bn:00116360r
d000.s00358.t00000 bn:00026068n
d000.s00359.t00000 bn:00026068n
d000.s00359.t00001 bn:00102378a
d000.s00359.t00002 bn:00084509v
d000.s00359.t00003 bn:00008803n
d000.s00360.t00000 bn:00083824v
d000.s00361.t00000 bn:00089614v
d000.s00361.t00001 bn:00115109r
d000.s00362.t00000 bn:00034565n
d000.s00363.t00000 bn:00091527v
d000.s00363.t00001 bn:00073699n
d000.s00363.t00002 bn:00085426v
d000.s00363.t00003 bn:00036052n
d000.s00364.t00000 bn:00088734v
d000.s00364.t00001 bn:00087452v
d000.s00365.t00000 bn:00015784n
d000.s00365.t00001 bn:00042759n
d000.s00366.t00000 bn:00060799n
d000.s00366.t00001 bn:00063214n
d000.s00366.t00002 bn:00048558n
d000.s00367.t00000 bn:00042759n
d000.s00367.t00001 bn:00030615n
d000.s00368.t00000 bn:00094689v
d000.s00368.t00001 bn:00035679n
d000.s00368.t00002 bn:00062688n
d000.s00369.t00000 bn:00030615n
d000.s00369.t00001 bn:00111165a
d000.s00370.t00000 bn:00056029n
d000.s00371.t00000 bn:00008120n
d000.s00372.t00000 bn:00065342n
d000.s00372.t00001 bn:00082710v
d000.s00373.t00000 bn:00014306n
d000.s00373.t00001 bn:00021487n
d000.s00374.t00000 bn:00048276n
d000.s00375.t00000 bn:00076924n
d000.s00375.t00001 bn:00075374n
d000.s00376.t00000 bn:00093679v
d000.s00377.t00000 bn:00093679v
d000.s00378.t00000 bn:00006139n
d000.s00379.t00000 bn:00082710v
d000.s00380.t00000 bn:00087212v
d000.s00381.t00000 bn:00089238v
d000.s00381.t00001 bn:00079675n
d000.s00381.t00002 bn:00068266n
d000.s00382.t00000 bn:00096187a
d000.s00382.t00001 bn:00048134n
d000.s00383.t00000 bn:00009676n
d000.s00384.t00000 bn:00022589n
d000.s00385.t00000 bn:00001077n
d000.s00385.t00001 bn:00011999n
d000.s00385.t00002 bn:00012902n
d000.s00385.t00003 bn:00092747v
d000.s00385.t00004 bn:00035778n
d000.s00385.t00005 bn:00033729n
d000.s00385.t00006 bn:00108295a
d000.s00386.t00000 bn:00017652n
d000.s00386.t00001 bn:00032512n
d000.s00386.t00002 bn:00058442n
d000.s00386.t00003 bn:00067446n
d000.s00387.t00000 bn:00077465n
d000.s00387.t00001 bn:00115375r
d000.s00387.t00002 bn:00032604n
d000.s00387.t00003 bn:00043531n
d000.s00387.t00004 bn:00107587a
d000.s00387.t00005 bn:00007630n
d000.s00387.t00006 bn:00078738n
d000.s00387.t00007 bn:00046516n
d000.s00387.t00008 bn:00096644a
d000.s00388.t00000 bn:00046252n
d000.s00388.t00001 bn:00037383n
d000.s00388.t00002 bn:00012886n
d000.s00388.t00003 bn:00056135n
d000.s00389.t00000 bn:00030014n
d000.s00390.t00000 bn:00046252n
d000.s00390.t00001 bn:00091165v
d000.s00390.t00002 bn:00032512n
d000.s00390.t00003 bn:00114307r
d000.s00391.t00000 bn:00111415a
d000.s00391.t00001 bn:00032600n
d000.s00391.t00002 bn:00042129n
d000.s00392.t00000 bn:00092122v
d000.s00393.t00000 bn:00027565n
d000.s00393.t00001 bn:00012886n
d000.s00393.t00002 bn:00056135n
d000.s00394.t00000 bn:00106058a
d000.s00394.t00001 bn:00007630n
d000.s00395.t00000 bn:00042454n
d000.s00395.t00001 bn:00011346n
d000.s00396.t00000 bn:00045496n
d000.s00396.t00001 bn:00027565n
d000.s00396.t00002 bn:00102500a
d000.s00397.t00000 bn:00045496n
d000.s00397.t00001 bn:00040332n
d000.s00397.t00002 bn:00100896a
d000.s00397.t00003 bn:00025082n
d000.s00397.t00004 bn:00012679n
d000.s00397.t00005 bn:00051621n
d000.s00397.t00006 bn:00049083n
d000.s00398.t00000 bn:00083833v
d000.s00398.t00001 bn:00028934n
d000.s00399.t00000 bn:00048558n
d000.s00400.t00000 bn:00089470v
d000.s00401.t00000 bn:00056033n
d000.s00401.t00001 bn:00105937a
d000.s00402.t00000 bn:00058512n
d000.s00403.t00000 bn:00032145n
d000.s00404.t00000 bn:00008120n
d000.s00404.t00001 bn:00005363n
d000.s00405.t00000 bn:00090224v
d000.s00405.t00001 bn:00008120n
d000.s00405.t00002 bn:00050541n
d000.s00406.t00000 bn:00054523n
d000.s00407.t00000 bn:00078024n
d000.s00407.t00001 bn:00084790v
d000.s00408.t00000 bn:00026601n
d000.s00409.t00000 bn:00005091n
d000.s00409.t00001 bn:00030616n
d000.s00410.t00000 bn:00016403n
d000.s00411.t00000 bn:00078024n
d000.s00411.t00001 bn:00050802n
d000.s00412.t00000 bn:00086913v
d000.s00413.t00000 bn:00083567v
d000.s00413.t00001 bn:00053445n
d000.s00414.t00000 bn:00042221n
d000.s00415.t00000 bn:00034676n
d000.s00415.t00001 bn:00054964n
d000.s00416.t00000 bn:00013142n
d000.s00417.t00000 bn:00083567v
d000.s00417.t00001 bn:00042221n
d000.s00418.t00000 bn:00012893n
d000.s00418.t00001 bn:00035940n
d000.s00419.t00000 bn:00042242n
d000.s00419.t00001 bn:00051760n
d000.s00419.t00002 bn:00100181a
d000.s00420.t00000 bn:00015784n
d000.s00420.t00001 bn:00046516n
d000.s00421.t00000 bn:00006759n
d000.s00421.t00001 bn:00083567v
d000.s00421.t00002 bn:00084627v
d000.s00421.t00003 bn:00033729n
d000.s00421.t00004 bn:00010605n
d000.s00422.t00000 bn:00083567v
d000.s00423.t00000 bn:00071206n
d000.s00423.t00001 bn:00053445n
d000.s00423.t00002 bn:00099330a
d000.s00424.t00000 bn:00022113n
d000.s00424.t00001 bn:00095040v
d000.s00424.t00002 bn:00116599r
d000.s00425.t00000 bn:00093144v
d000.s00425.t00001 bn:00091469v
d000.s00426.t00000 bn:00024949n
d000.s00427.t00000 bn:00082348v
d000.s00427.t00001 bn:00076924n
d000.s00428.t00000 bn:00001127n
d000.s00429.t00000 bn:00085293v
d000.s00430.t00000 bn:00020671n
d000.s00431.t00000 bn:00008120n
d000.s00431.t00001 bn:00006752n
d000.s00432.t00000 bn:00063706n
d000.s00432.t00001 bn:00016711n
d000.s00433.t00000 bn:00041010n
d000.s00434.t00000 bn:00063706n
d000.s00434.t00001 bn:00045278n
d000.s00435.t00000 bn:00008131n
d000.s00436.t00000 bn:00007011n
d000.s00437.t00000 bn:00007011n
d000.s00437.t00001 bn:00000724n
d000.s00437.t00002 bn:00108801a
d000.s00437.t00003 bn:00099215a
d000.s00438.t00000 bn:00008120n
d000.s00438.t00001 bn:00008980n
d000.s00438.t00002 bn:00051301n
d000.s00438.t00003 bn:00086467v
d000.s00438.t00004 bn:00012893n
d000.s00438.t00005 bn:00006752n
d000.s00439.t00000 bn:00008120n
d000.s00439.t00001 bn:00008980n
d000.s00439.t00002 bn:00116360r
d000.s00439.t00003 bn:00051301n
d000.s00440.t00000 bn:00022113n
d000.s00440.t00001 bn:00008120n
d000.s00441.t00000 bn:00008805n
d000.s00441.t00001 bn:00094678v
d000.s00441.t00002 bn:00008980n
d000.s00442.t00000 bn:00044274n
d000.s00442.t00001 bn:00088378v
d000.s00442.t00002 bn:00002186n
d000.s00443.t00000 bn:00106125a
d000.s00444.t00000 bn:00110562a
d000.s00445.t00000 bn:00088912v
d000.s00445.t00001 bn:00028934n
d000.s00446.t00000 bn:00002186n
d000.s00447.t00000 bn:00032721n
d000.s00447.t00001 bn:00008803n
d000.s00447.t00002 bn:00082790v
d000.s00447.t00003 bn:00008804n
d000.s00448.t00000 bn:00089385v
d000.s00448.t00001 bn:00008120n
d000.s00448.t00002 bn:00082348v
d000.s00449.t00000 bn:00116360r
d000.s00450.t00000 bn:00090854v
d000.s00450.t00001 bn:00008120n
d000.s00451.t00000 bn:00084932v
d000.s00451.t00001 bn:00008803n
d000.s00452.t00000 bn:00106125a
d000.s00453.t00000 bn:00111409a
d000.s00453.t00001 bn:00094453v
d000.s00453.t00002 bn:00008805n
d000.s00453.t00003 bn:00033729n
d000.s00453.t00004 bn:00082790v
d000.s00454.t00000 bn:00028934n
d000.s00455.t00000 bn:00008120n
d000.s00455.t00001 bn:00015784n
d000.s00456.t00000 bn:00044274n
d000.s00456.t00001 bn:00088378v
d000.s00457.t00000 bn:00008120n
d000.s00458.t00000 bn:00077035n
d000.s00459.t00000 bn:00008805n
d000.s00460.t00000 bn:00089351v
d000.s00461.t00000 bn:00008803n
d000.s00462.t00000 bn:00089154v
d000.s00463.t00000 bn:00089154v
d000.s00464.t00000 bn:00089154v
d000.s00465.t00000 bn:00011442n
d000.s00466.t00000 bn:00011442n
d000.s00467.t00000 bn:00089347v
d000.s00467.t00001 bn:00117027r
d000.s00468.t00000 bn:00011442n
d000.s00468.t00001 bn:00058442n
d000.s00468.t00002 bn:00103058a
d000.s00469.t00000 bn:00011442n
d000.s00469.t00001 bn:00042759n
d000.s00470.t00000 bn:00011442n
d000.s00470.t00001 bn:00019718n
d000.s00471.t00000 bn:00011442n
d000.s00471.t00001 bn:00035679n
d000.s00471.t00002 bn:00059186n
d000.s00472.t00000 bn:00011442n
d000.s00472.t00001 bn:00112497a
d000.s00472.t00002 bn:00059186n
d000.s00473.t00000 bn:14866890n
d000.s00473.t00001 bn:00012555n
d000.s00474.t00000 bn:00011442n
d000.s00475.t00000 bn:00042759n
d000.s00476.t00000 bn:00011442n
d000.s00476.t00001 bn:00050079n
d000.s00477.t00000 bn:00011442n
d000.s00477.t00001 bn:00019718n
d000.s00478.t00000 bn:00011442n
d000.s00478.t00001 bn:00042759n
d000.s00478.t00002 bn:00007190n
d000.s00479.t00000 bn:00095040v
d000.s00479.t00001 bn:00034565n
d000.s00479.t00002 bn:00006139n
d000.s00480.t00000 bn:00012555n
d000.s00481.t00000 bn:00059186n
d000.s00481.t00001 bn:00083851v
d000.s00482.t00000 bn:00110562a
d000.s00482.t00001 bn:00006139n
d000.s00483.t00000 bn:00110562a
d000.s00484.t00000 bn:00011442n
d000.s00484.t00001 bn:00017395n
d000.s00485.t00000 bn:00112714a
d000.s00486.t00000 bn:00044693n
d000.s00486.t00001 bn:00102260a
d000.s00487.t00000 bn:00011442n
d000.s00488.t00000 bn:00101076a
d000.s00488.t00001 bn:00008120n
d000.s00489.t00000 bn:00007011n
d000.s00489.t00001 bn:00040846n
d000.s00490.t00000 bn:00042759n
d000.s00490.t00001 bn:00095040v
d000.s00490.t00002 bn:00028934n
d000.s00491.t00000 bn:00008120n
d000.s00491.t00001 bn:00090224v
d000.s00491.t00002 bn:00028934n
d000.s00492.t00000 bn:00036052n
d000.s00492.t00001 bn:00073699n
d000.s00493.t00000 bn:00060799n
d000.s00493.t00001 bn:00008120n
d000.s00494.t00000 bn:00095040v
d000.s00494.t00001 bn:00028934n
d000.s00495.t00000 bn:00016401n
d000.s00496.t00000 bn:00082348v
d000.s00496.t00001 bn:00042759n
d000.s00497.t00000 bn:00014182n
d000.s00497.t00001 bn:00102276a
d000.s00498.t00000 bn:00014182n
d000.s00498.t00001 bn:00106192a
d000.s00499.t00000 bn:00014182n
d000.s00499.t00001 bn:00087594v
d000.s00499.t00002 bn:00019439n
d000.s00499.t00003 bn:00056135n
d000.s00500.t00000 bn:00084654v
d000.s00500.t00001 bn:00058442n
d000.s00500.t00002 bn:00042759n
d000.s00501.t00000 bn:00060799n
d000.s00501.t00001 bn:00101078a
d000.s00501.t00002 bn:00094723v
d000.s00502.t00000 bn:00047058n
d000.s00502.t00001 bn:00084509v
d000.s00502.t00002 bn:00060799n
d000.s00502.t00003 bn:00073699n
d000.s00503.t00000 bn:00028934n
d000.s00504.t00000 bn:00001127n
d000.s00504.t00001 bn:00082348v
d000.s00505.t00000 bn:00082348v
d000.s00505.t00001 bn:00034565n
d000.s00506.t00000 bn:00016401n
d000.s00507.t00000 bn:00032093n
d000.s00507.t00001 bn:00027706n
d000.s00507.t00002 bn:00011746n
d000.s00507.t00003 bn:00027546n
d000.s00508.t00000 bn:00017991n
d000.s00508.t00001 bn:00064204n
d000.s00508.t00002 bn:00001676n
d000.s00509.t00000 bn:00064584n
d000.s00509.t00001 bn:00109425a
d000.s00510.t00000 bn:00032093n
d000.s00510.t00001 bn:00076647n
d000.s00510.t00002 bn:00001938n
d000.s00510.t00003 bn:00070773n
d000.s00510.t00004 bn:00046516n
d000.s00511.t00000 bn:00021303n
d000.s00511.t00001 bn:00067290n
d000.s00512.t00000 bn:00054625n
d000.s00513.t00000 bn:00035628n
d000.s00513.t00001 bn:00032093n
d000.s00513.t00002 bn:00111392a
d000.s00513.t00003 bn:00061017n
d000.s00513.t00004 bn:00090897v
d000.s00513.t00005 bn:00047235n
d000.s00514.t00000 bn:00046920n
d000.s00515.t00000 bn:00046920n
d000.s00515.t00001 bn:00103088a
d000.s00516.t00000 bn:00032093n
d000.s00516.t00001 bn:00046892n
d000.s00516.t00002 bn:00032512n
d000.s00517.t00000 bn:00054625n
d000.s00517.t00001 bn:00032093n
d000.s00517.t00002 bn:00071887n
d000.s00517.t00003 bn:00021751n
d000.s00517.t00004 bn:00051760n
d000.s00518.t00000 bn:00076341n
d000.s00518.t00001 bn:00058442n
d000.s00518.t00002 bn:00011744n
d000.s00518.t00003 bn:00062704n
d000.s00518.t00004 bn:00007800n
d000.s00518.t00005 bn:00101371a
d000.s00518.t00006 bn:00080387n
d000.s00518.t00007 bn:00079392n
d000.s00519.t00000 bn:00077186n
d000.s00520.t00000 bn:00042759n
d000.s00521.t00000 bn:00096597a
d000.s00522.t00000 bn:00095040v
d000.s00522.t00001 bn:00060799n
d000.s00522.t00002 bn:00082554v
d000.s00522.t00003 bn:00063703n
d000.s00523.t00000 bn:00021915n
d000.s00523.t00001 bn:00076924n
d000.s00523.t00002 bn:00022113n
d000.s00523.t00003 bn:00021221n
d000.s00524.t00000 bn:00021915n
d000.s00524.t00001 bn:00024712n
d000.s00524.t00002 bn:00047172n
d000.s00525.t00000 bn:00089812v
d000.s00525.t00001 bn:00021675n
d000.s00525.t00002 bn:00021464n
d000.s00525.t00003 bn:00076834n
d000.s00526.t00000 bn:00047217n
d000.s00526.t00001 bn:00085613v
d000.s00527.t00000 bn:00005167n
d000.s00527.t00001 bn:00084107v
d000.s00527.t00002 bn:00115235r
d000.s00527.t00003 bn:00100814a
d000.s00527.t00004 bn:00077386n
d000.s00528.t00000 bn:00085623v
d000.s00528.t00001 bn:00017487n
d000.s00529.t00000 bn:00085756v
d000.s00530.t00000 bn:00020932n
d000.s00530.t00001 bn:00084107v
d000.s00531.t00000 bn:00061450n
d000.s00532.t00000 bn:00099330a
d000.s00532.t00001 bn:00046516n
d000.s00533.t00000 bn:00006151n
d000.s00533.t00001 bn:00084107v
d000.s00533.t00002 bn:00076924n
d000.s00533.t00003 bn:00033729n
d000.s00533.t00004 bn:00108829a
d000.s00534.t00000 bn:00076924n
d000.s00535.t00000 bn:00076924n
d000.s00536.t00000 bn:00111923a
d000.s00537.t00000 bn:00015144n
d000.s00537.t00001 bn:00051101n
d000.s00537.t00002 bn:00088454v
d000.s00538.t00000 bn:00059130n
d000.s00538.t00001 bn:00074222n
d000.s00538.t00002 bn:00001530n
d000.s00538.t00003 bn:00062699n
d000.s00539.t00000 bn:00006993n
d000.s00540.t00000 bn:00006993n
d000.s00541.t00000 bn:00006993n
d000.s00541.t00001 bn:00031322n
d000.s00542.t00000 bn:00085623v
d000.s00542.t00001 bn:00076924n
d000.s00543.t00000 bn:00083494v
d000.s00543.t00001 bn:00076924n
d000.s00544.t00000 bn:00080858n
d000.s00544.t00001 bn:00006993n
d000.s00544.t00002 bn:00002936n
d000.s00544.t00003 bn:00094020v
d000.s00544.t00004 bn:00043416n
d000.s00544.t00005 bn:00082705v
d000.s00544.t00006 bn:00035778n
d000.s00545.t00000 bn:00080858n
d000.s00545.t00001 bn:00063214n
d000.s00545.t00002 bn:00106058a
d000.s00546.t00000 bn:00110562a
d000.s00546.t00001 bn:00027749n
d000.s00547.t00000 bn:00087976v
d000.s00548.t00000 bn:00090736v
d000.s00548.t00001 bn:00070193n
d000.s00548.t00002 bn:00062570n
d000.s00549.t00000 bn:00019439n
d000.s00550.t00000 bn:00016715n
d000.s00550.t00001 bn:00001077n
d000.s00550.t00002 bn:00086708v
d000.s00551.t00000 bn:00045824n
d000.s00552.t00000 bn:00027529n
d000.s00553.t00000 bn:00026650n
d000.s00553.t00001 bn:00114778r
d000.s00554.t00000 bn:00026542n
d000.s00554.t00001 bn:00089574v
d000.s00555.t00000 bn:00064536n
d000.s00555.t00001 bn:00089574v
d000.s00555.t00002 bn:00046516n
d000.s00556.t00000 bn:00064536n
d000.s00557.t00000 bn:00064536n
d000.s00557.t00001 bn:00026301n
d000.s00557.t00002 bn:00069078n
d000.s00557.t00003 bn:00077386n
d000.s00558.t00000 bn:00026805n
d000.s00558.t00001 bn:00057015n
d000.s00558.t00002 bn:00061931n
d000.s00559.t00000 bn:00054625n
d000.s00559.t00001 bn:00110449a
d000.s00560.t00000 bn:00027546n
d000.s00560.t00001 bn:00075683n
d000.s00561.t00000 bn:00026807n
d000.s00561.t00001 bn:00034187n
d000.s00562.t00000 bn:00054625n
d000.s00562.t00001 bn:00027634n
d000.s00562.t00002 bn:00090161v
d000.s00562.t00003 bn:00075683n
d000.s00563.t00000 bn:00054119n
d000.s00563.t00001 bn:00023285n
d000.s00563.t00002 bn:00027546n
d000.s00564.t00000 bn:00087731v
d000.s00564.t00001 bn:00076789n
d000.s00565.t00000 bn:00007285n
d000.s00565.t00001 bn:00095480v
d000.s00565.t00002 bn:00007286n
d000.s00566.t00000 bn:00028020n
d000.s00566.t00001 bn:00101659a
d000.s00567.t00000 bn:00006911n
d000.s00567.t00001 bn:00001887n
d000.s00567.t00002 bn:00023236n
d000.s00568.t00000 bn:00001077n
d000.s00568.t00001 bn:00046963n
d000.s00568.t00002 bn:00092194v
d000.s00568.t00003 bn:00076666n
d000.s00568.t00004 bn:00087822v
d000.s00568.t00005 bn:00000729n
d000.s00568.t00006 bn:00105848a
d000.s00569.t00000 bn:00087608v
d000.s00569.t00001 bn:00006911n
d000.s00569.t00002 bn:00001887n
d000.s00569.t00003 bn:00023236n
d000.s00570.t00000 bn:00027691n
d000.s00570.t00001 bn:00102747a
d000.s00571.t00000 bn:00034921n
d000.s00572.t00000 bn:00034921n
d000.s00572.t00001 bn:00029621n
d000.s00573.t00000 bn:00103595a
d000.s00574.t00000 bn:00023285n
d000.s00574.t00001 bn:00032021n
d000.s00575.t00000 bn:00035636n
d000.s00575.t00001 bn:00012327n
d000.s00576.t00000 bn:00101412a
d000.s00576.t00001 bn:00097351a
d000.s00577.t00000 bn:00032376n
d000.s00578.t00000 bn:00087888v
d000.s00578.t00001 bn:00115274r
d000.s00579.t00000 bn:00060113n
d000.s00580.t00000 bn:00117157r
d000.s00581.t00000 bn:00115235r
d000.s00581.t00001 bn:00001561n
d000.s00582.t00000 bn:00001127n
d000.s00582.t00001 bn:00109195a
d000.s00582.t00002 bn:00089857v
d000.s00582.t00003 bn:00083309v
d000.s00582.t00004 bn:00100136a
d000.s00583.t00000 bn:00084093v
d000.s00583.t00001 bn:00045566n
d000.s00584.t00000 bn:00046538n
d000.s00584.t00001 bn:00036837n
d000.s00584.t00002 bn:00109211a
d000.s00584.t00003 bn:00001965n
d000.s00584.t00004 bn:00013045n
d000.s00584.t00005 bn:00083897v
d000.s00584.t00006 bn:00029239n
d000.s00584.t00007 bn:00085426v
